Symbol,ARIMA_RMSE,Prophet_RMSE,ARIMA_MAE,Prophet_MAE,ARIMA_MAPE,Prophet_MAPE,DM_Statistic,DM_P_Value
LPB,0.47558097311726844,2.0216790353501497,0.31787121784039235,1.6081530032179028,1.098588991617337,5.41591599449391,-12.641032100467973,1.129923246104249e-28
VIC,1.4311204232694539,12.874890283279466,0.735288844095111,8.7661961449241,1.2081126119397343,13.503002910415592,-8.982634395787846,6.470807932998945e-17
TPB,0.22197387438296168,1.2974949447639195,0.14734332408060574,0.9950783096117761,1.0430851287192369,7.022864446574957,-10.372112326025054,3.2928512636074154e-21
