Ticker,Formation_Year,P/E,ROE,Revenue_Growth,Debt_to_Equity,Price_t,Price_t+1y,Return_1y
REE,2021,12.3282965621,0.0012985967640000002,0.0014032241318001585,0.9456683328,37.37,44.97,0.20337168852020343
SAB,2021,29.4023901338,0.0016787250079999998,0.0014991816752709815,0.3492946901,61.53,70.51,0.145945067446774
SBT,2021,14.8890364037,0.000939014237,0.002980473083379871,1.488986786,20.0,11.98,-0.40099999999999997
SCS,2021,17.9793310219,0.0049763826859999995,0.003303588978236099,0.1330413586,70.7,64.61,-0.08613861386138619
SHB,2021,7.1277354637,0.0016811612500000001,0.0022172260252223217,13.2578268708,13.66,7.01,-0.4868228404099561
SIP,2021,12.8071799452,0.002749949567,-0.001297809673358579,4.4026424051,55.29,27.38,-0.5047929101103273
SSB,2021,20.1338636713,0.0016122637840000002,0.0003960659118968227,10.3411842109,26.01,24.08,-0.07420222991157259
SSI,2021,13.145035046,0.002237934166,0.010628798113058217,2.5719241249,35.15,13.29,-0.6219061166429588
STB,2021,14.9337694147,0.001079287156,-0.00187459660282467,14.2100642835,31.5,22.5,-0.2857142857142857
SZC,2021,21.7842192171,0.002371061173,0.010880972820427688,2.8321716533,44.53,17.47,-0.607680215584999
TCB,2021,8.8579073991,0.002153483588,0.002406023796199548,5.112639211,24.24,12.53,-0.4830858085808581
TCH,2021,16.3971525098,0.000466006428,0.0020383294635961274,0.1780949354,20.74,6.55,-0.6841851494696238
TLG,2021,12.9341507547,0.0015485167869999999,0.0003794621161013235,0.3399251917,34.79,42.02,0.20781833860304696
TPB,2021,11.6476620675,0.002260244839,0.0019658539792352546,10.2681836775,20.09,10.3,-0.48730711796913884
VCB,2021,17.467213517,0.0021572321389999997,0.00045206660367207434,11.9646846218,44.63,45.31,0.015236388079766966
VCG,2021,31.2613871065,0.000533153212,0.0026076351879275443,3.0601650314,32.61,12.51,-0.6163753449862006
VCI,2021,11.0988997492,0.0027093392280000002,0.007061730062186511,1.5430468848,40.48,17.33,-0.5718873517786561
VGC,2021,18.759841914,0.001591125927,0.005878781163746207,1.6322200738,46.22,31.35,-0.3217221981826049
VHC,2021,17.2821581518,0.001991766334,0.0033816894784968626,0.4848851015,48.09,54.87,0.14098565190268234
VHM,2021,7.1736340983,0.0035209062070000003,0.0008836783709706968,0.7542121045,79.67,48.0,-0.39751474833688966
VIB,2021,10.0316192382,0.0030331563420000003,0.0018227132869813873,11.7421860758,21.19,11.49,-0.45776309579990565
VIX,2021,5.5524809901,0.002670205109,0.0038562310732331755,0.2573082563,15.0,4.31,-0.7126666666666668
VND,2021,9.2607129891,0.003493580418,0.018122167133334866,2.7765171067,26.84,11.12,-0.5856929955290612
VNM,2021,14.7193423833,0.0030310491849999998,0.0009732580565533734,0.4876494693,70.86,66.83,-0.05687270674569576
VPB,2021,14.5716900546,0.0016856358699999998,-0.0006371291741147296,5.3447055603,21.03,15.77,-0.25011887779362824
VPI,2021,38.674942081,0.001096018189,0.005998314404015425,1.8975237309,40.8,43.98,0.07794117647058824
VRE,2021,52.7236089493,0.000438267551,-0.005797339154093876,0.235643186,30.1,26.3,-0.12624584717607976
VSC,2021,8.7914845742,0.001354582884,0.0010457160971563792,0.0902139647,17.07,13.47,-0.21089630931458697
VTP,2021,25.9658312566,0.002335248975,0.0007442968795903573,3.0996415931,58.8,23.71,-0.5967687074829932
