Ticker,Formation_Year,P/E,ROE,Revenue_Growth,Debt_to_Equity,Price_t,Price_t+1y,Return_1y
GMD,2022,16.3133918634,0.001325894803,0.000267776806432367,0.6395386291,36.51,58.47,0.6014790468364832
GVR,2022,15.9423945131,0.0007283869960000001,-0.0006625095120079529,0.4659197143,13.43,21.0,0.5636634400595681
HAG,2022,6.3269389334,0.002287693683,0.011644759757285648,2.8112349838,9.16,13.2,0.44104803493449773
HCM,2022,13.5429201892,0.001120435171,-0.002099878285936801,0.957334417,9.88,17.57,0.7783400809716599
HDB,2022,6.3288903526,0.002221048681,0.004430881737052684,9.6750670588,10.53,16.25,0.54320987654321
HDC,2022,8.3707139749,0.002505368689,-0.006167544891867602,1.3725225602,18.78,26.52,0.4121405750798721
HDG,2022,7.1683680105,0.001835460977,-0.001868110531002152,1.3067956314,20.44,22.46,0.098825831702544
HHV,2022,13.3589288059,0.000329000853,4.264285413808959e-05,3.2568414968,7.85,14.71,0.8738853503184715
HPG,2022,14.1539665614,0.00090784405,0.0,0.7722433648,13.64,21.17,0.5520527859237537
HT1,2022,21.4700782753,0.000498891802,0.0013988331814737457,0.8356642064,10.01,12.0,0.19880119880119881
IMP,2022,14.6740475239,0.001211976069,0.0040041905112536144,0.2019041422,25.13,25.17,0.0015917230401911143
KBC,2022,12.3778481427,0.0008870333099999999,-0.009115678238594093,0.9560379626,24.2,31.75,0.3119834710743802
KDC,2022,43.3679201996,0.0005199553610000001,-0.00030471087156959604,0.9857271427,63.22,61.27,-0.03084466940841499
KDH,2022,18.4535226933,0.001001968368,0.011625785834574026,0.826206256,21.9,28.55,0.3036529680365298
LPB,2022,5.2393499388,0.002207822198,0.0018302838999965632,12.6247661104,8.12,12.56,0.5467980295566505
MBB,2022,4.7459362997,0.0024606373340000003,0.004962786306095893,8.1508970765,12.34,15.87,0.28606158833063206
MSB,2022,5.4741405004,0.001896095282,0.004301206541684537,6.9828871451,9.62,10.0,0.039501039501039586
MSN,2022,31.1063595716,0.000903341228,-0.0013620805754361663,2.8579529417,93.0,67.0,-0.27956989247311825
MWG,2022,14.2379196733,0.001850456539,-0.0015397045257330474,1.3329742165,42.16,42.46,0.0071157495256168
NAB,2022,4.8113177098,0.001748884212,0.0022712632661415124,13.0380887257,5.38,12.24,1.275092936802974
NLG,2022,20.3888385717,0.00041446779000000006,-0.006312776185491896,1.034130251,30.06,35.76,0.18962075848303392
NT2,2022,9.4501248088,0.001997006748,0.0,0.6135754993,24.74,22.92,-0.07356507679870643
OCB,2022,6.3919924887,0.001491046327,0.003200820738681014,6.6761791827,10.0,11.08,0.10800000000000001
PAN,2022,10.138392348,0.000483849943,0.0010450996218896982,1.041230599,14.64,19.78,0.3510928961748634
PC1,2022,16.6766220792,0.0006745273020000001,0.0008988631503977663,2.0592976209,15.28,25.04,0.6387434554973822
PDR,2022,7.913789531,0.00130682015,-0.009880906456316889,1.4667374417,12.29,25.16,1.047192839707079
PHR,2022,6.1732371149,0.002705954964,0.0,0.8422419584,35.97,47.17,0.3113705865999445
PLX,2022,31.9895973946,0.000517369193,0.005873227997775763,1.6806557685,29.01,32.13,0.10754912099276115
PNJ,2022,13.8026126475,0.0025049814370000003,0.0016997983609870887,0.5794617652,85.35,83.76,-0.01862917398945506
POW,2022,14.886282082,0.000639950252,0.011312646350234221,0.707955753,10.65,11.25,0.05633802816901405
PPC,2022,9.4145829473,0.000992483133,0.0,0.1189368266,9.65,12.1,0.2538860103626942
PTB,2022,6.1225306503,0.0018916627729999998,-0.00020469586527670374,0.8970675747,36.92,54.3,0.47074756229685794
PVT,2022,7.8143914098,0.001144854239,0.0017224016983130518,0.7783314743,14.82,17.99,0.2139001349527664
REE,2022,8.9758263975,0.0015142844459999998,0.0061658212310729795,0.7660435114,44.97,41.69,-0.07293751389815435
SAB,2022,20.5009578769,0.002214170394,0.0011456776357526282,0.4015408713,70.51,54.02,-0.23386753651964262
SBT,2022,14.1904656851,0.000753700355,0.0,1.8535638514,11.98,12.0,0.0016694490818029693
SCS,2022,10.4207548799,0.004816635951,-0.0025571172890471562,0.0850379409,64.61,65.04,0.00665531651447155
SHB,2022,4.7028771806,0.001970754398,0.0012891050478229063,11.8402496793,7.01,8.98,0.2810271041369473
SIP,2022,8.167587825,0.0028084406839999996,-6.858889741593692e-05,4.1910102778,27.38,53.73,0.962381300219138
SJS,2022,39.2546814855,0.000501384506,0.0,1.6323738878,45.5,69.4,0.5252747252747254
SSB,2022,15.3342573049,0.001805494735,0.005128731797602516,7.822091916,24.08,21.04,-0.1262458471760797
SSI,2022,15.5262584046,0.0009284895290000001,-0.0044241460769863395,1.3332138263,13.29,25.61,0.9270127915726111
STB,2022,9.6117784333,0.001383128098,0.008243517490695535,14.3236791958,22.5,27.95,0.2422222222222222
SZC,2022,15.554806658,0.001315848875,0.003246492669778625,3.1290447585,17.47,35.69,1.0429307384087005
TCB,2022,5.0385353485,0.001951927606,0.002880716220218959,5.1629513206,12.53,15.42,0.23064644852354355
TCH,2022,27.5197770917,0.000151250638,0.0013615820094540112,0.2502701863,6.55,13.2,1.015267175572519
TLG,2022,10.0799494059,0.0021217189049999997,-0.0005191019660797258,0.4653850751,42.02,43.44,0.03379343169919073
TPB,2022,5.8948106007,0.00215049321,0.002727438130674912,9.1936622392,10.3,13.15,0.2766990291262135
VCB,2022,13.9922493977,0.00244309439,0.004233621009363978,12.3716735724,45.31,53.71,0.18538953873317143
VCG,2022,12.1116487805,0.000891062479,-0.0009564990901872961,2.2222735781,12.51,19.71,0.5755395683453238
VCI,2022,15.4078656884,0.001333061434,-0.0029712070844155176,1.1927212851,17.33,32.36,0.8672821696480094
VGC,2022,8.9764050966,0.00198160804,-0.00113003292125509,1.5270046375,31.35,53.3,0.7001594896331736
VHC,2022,5.3011781667,0.002909387612,-0.0007358876501883084,0.5054204965,54.87,58.49,0.06597412064880635
VHM,2022,7.5515717199,0.0020598682409999998,0.003323094421596235,1.4360904746,48.0,43.2,-0.09999999999999994
VIB,2022,5.1658114065,0.0029745352889999997,0.0037120335472036886,9.4988663149,11.49,15.21,0.32375979112271547
VIC,2022,23.3046660681,0.000594921984,0.0019414808302481929,3.2564249668,53.8,44.6,-0.1710037174721189
VIX,2022,12.4174432494,0.000536760639,-0.0024267276188810623,0.0362448485,4.31,13.03,2.023201856148492
VND,2022,13.5555003528,0.001002812328,-0.0006841652334255228,1.6780221233,11.12,18.32,0.6474820143884894
VNM,2022,17.8609931885,0.002480396481,-0.00047590920421190075,0.4773859832,66.83,61.8,-0.0752655992817597
VPB,2022,7.5539391061,0.001914633954,0.003326717380614005,5.096629763,15.77,17.75,0.1255548509828789
VPI,2022,24.4829006125,0.001508957614,-0.006165040801768781,1.9520767041,43.98,45.83,0.04206457480673037
VRE,2022,23.4102924544,0.000866495362,0.005247920644325938,0.2775313099,26.3,23.3,-0.11406844106463879
VSC,2022,10.8806472689,0.001014287391,0.00026370713105472476,0.3641165345,13.47,14.16,0.05122494432071265
VTP,2022,13.2134379078,0.001890336822,-0.0011906988311236755,3.1236773348,23.71,55.83,1.3547026571067058
